MerchantKey,MerchantID,MerchantCategory,BusinessSize,State,City,SettlementCycle,PartnerSince,MerchantTenure
3858,MER03858,Utilities,Small,Tamil Nadu,Coimbatore,T+2,2023,3
3859,MER03859,Travel,Small,Uttar Pradesh,Lucknow,T+2,2026,0
3860,MER03860,E-Commerce,Small,Maharashtra,Mumbai,T+1,2022,4
3861,MER03861,E-Commerce,Small,West Bengal,Siliguri,T+2,2026,0
3862,MER03862,Food & Dining,Small,Uttar Pradesh,Noida,T+1,2021,5
3863,MER03863,Healthcare,Small,West Bengal,Kolkata,T+1,2024,2
3864,MER03864,Travel,Small,Tamil Nadu,Coimbatore,T+2,2020,6
3865,MER03865,Retail,Medium,Tamil Nadu,Madurai,T+3,2025,1
3866,MER03866,Healthcare,Small,Telangana,Hyderabad,T+1,2025,1
3867,MER03867,Fuel,Small,Uttar Pradesh,Kanpur,T+2,2025,1
3868,MER03868,Fuel,Small,Maharashtra,Nagpur,T+2,2021,5
3869,MER03869,Food & Dining,Small,Kerala,Kochi,T+1,2022,4
3870,MER03870,Food & Dining,Small,Delhi,New Delhi,T+1,2021,5
3871,MER03871,Retail,Small,Maharashtra,Pune,T+1,2025,1
3872,MER03872,Education,Medium,Uttar Pradesh,Kanpur,T+2,2020,6
3873,MER03873,Food & Dining,Small,Karnataka,Mysuru,T+1,2025,1
3874,MER03874,Food & Dining,Small,Kerala,Thiruvananthapuram,T+2,2024,2
3875,MER03875,Retail,Small,Maharashtra,Pune,T+1,2025,1
3876,MER03876,Government,Small,Rajasthan,Jaipur,T+1,2026,0
3877,MER03877,E-Commerce,Medium,Uttar Pradesh,Lucknow,T+1,2019,7
3878,MER03878,E-Commerce,Small,Rajasthan,Udaipur,T+1,2026,0
3879,MER03879,Food & Dining,Small,Gujarat,Surat,T+1,2024,2
3880,MER03880,E-Commerce,Small,Gujarat,Vadodara,T+1,2022,4
3881,MER03881,E-Commerce,Small,Maharashtra,Pune,T+1,2020,6
3882,MER03882,Food & Dining,Medium,Rajasthan,Jodhpur,T+1,2025,1
3883,MER03883,E-Commerce,Small,Karnataka,Mysuru,T+1,2023,3
3884,MER03884,Food & Dining,Small,Rajasthan,Jodhpur,T+1,2022,4
3885,MER03885,E-Commerce,Small,Telangana,Warangal,T+1,2024,2
3886,MER03886,Healthcare,Enterprise,Karnataka,Mangaluru,T+1,2024,2
3887,MER03887,Retail,Small,Uttar Pradesh,Kanpur,T+1,2026,0
3888,MER03888,Fuel,Small,Kerala,Kozhikode,T+1,2024,2
3889,MER03889,Healthcare,Small,West Bengal,Kolkata,T+1,2022,4
3890,MER03890,Retail,Medium,Karnataka,Bengaluru,T+1,2025,1
3891,MER03891,Retail,Small,Rajasthan,Jaipur,T+1,2024,2
3892,MER03892,Food & Dining,Small,Tamil Nadu,Coimbatore,T+2,2021,5
3893,MER03893,Fuel,Small,Kerala,Thiruvananthapuram,T+1,2019,7
3894,MER03894,Utilities,Small,West Bengal,Durgapur,T+1,2024,2
3895,MER03895,Food & Dining,Small,West Bengal,Siliguri,T+1,2024,2
3896,MER03896,Education,Medium,Delhi,New Delhi,T+3,2022,4
3897,MER03897,Food & Dining,Small,West Bengal,Durgapur,T+1,2019,7
3898,MER03898,Food & Dining,Small,Karnataka,Bengaluru,T+1,2025,1
3899,MER03899,Retail,Medium,Kerala,Kochi,T+2,2023,3
3900,MER03900,Retail,Enterprise,Gujarat,Surat,T+1,2023,3
3901,MER03901,Food & Dining,Medium,Rajasthan,Jodhpur,T+2,2020,6
3902,MER03902,Retail,Enterprise,Maharashtra,Nagpur,T+1,2020,6
3903,MER03903,Healthcare,Enterprise,Gujarat,Vadodara,T+2,2024,2
3904,MER03904,E-Commerce,Medium,Maharashtra,Pune,T+1,2024,2
3905,MER03905,Healthcare,Small,West Bengal,Durgapur,T+2,2024,2
3906,MER03906,Retail,Small,Karnataka,Mangaluru,T+2,2026,0
3907,MER03907,Entertainment,Medium,Maharashtra,Mumbai,T+2,2025,1
3908,MER03908,Entertainment,Enterprise,Uttar Pradesh,Noida,T+1,2026,0
3909,MER03909,Entertainment,Small,Delhi,New Delhi,T+1,2026,0
3910,MER03910,Retail,Small,Karnataka,Mysuru,T+1,2026,0
3911,MER03911,Healthcare,Small,Maharashtra,Mumbai,T+2,2026,0
3912,MER03912,Entertainment,Medium,Karnataka,Mangaluru,T+2,2025,1
3913,MER03913,Utilities,Enterprise,Maharashtra,Mumbai,T+1,2026,0
3914,MER03914,Entertainment,Small,Telangana,Hyderabad,T+1,2026,0
3915,MER03915,E-Commerce,Small,Maharashtra,Nagpur,T+1,2020,6
3916,MER03916,Food & Dining,Medium,Karnataka,Bengaluru,T+2,2026,0
3917,MER03917,Travel,Small,Gujarat,Ahmedabad,T+1,2026,0
3918,MER03918,Food & Dining,Small,West Bengal,Kolkata,T+1,2022,4
3919,MER03919,Fuel,Enterprise,Karnataka,Mysuru,T+1,2025,1
3920,MER03920,Travel,Small,Kerala,Thiruvananthapuram,T+2,2026,0
3921,MER03921,Healthcare,Small,Telangana,Warangal,T+1,2025,1
3922,MER03922,E-Commerce,Enterprise,Telangana,Hyderabad,T+1,2021,5
3923,MER03923,Retail,Small,Rajasthan,Udaipur,T+2,2019,7
3924,MER03924,Retail,Small,Maharashtra,Nagpur,T+2,2025,1
3925,MER03925,Retail,Medium,Maharashtra,Pune,T+2,2026,0
3926,MER03926,Government,Small,Rajasthan,Udaipur,T+1,2021,5
3927,MER03927,Government,Small,Karnataka,Bengaluru,T+3,2021,5
3928,MER03928,Retail,Medium,Rajasthan,Jaipur,T+2,2020,6
3929,MER03929,E-Commerce,Medium,Kerala,Kochi,T+1,2026,0
3930,MER03930,Education,Small,Uttar Pradesh,Lucknow,T+2,2022,4
3931,MER03931,Retail,Small,Uttar Pradesh,Kanpur,T+1,2026,0
3932,MER03932,E-Commerce,Enterprise,Maharashtra,Nagpur,T+3,2023,3
3933,MER03933,Utilities,Enterprise,Delhi,New Delhi,T+1,2019,7
3934,MER03934,Entertainment,Medium,Kerala,Kochi,T+1,2022,4
3935,MER03935,Utilities,Medium,Maharashtra,Pune,T+2,2025,1
3936,MER03936,Food & Dining,Medium,West Bengal,Kolkata,T+2,2023,3
3937,MER03937,Retail,Small,Karnataka,Mysuru,T+1,2023,3
3938,MER03938,Retail,Small,Telangana,Hyderabad,T+2,2024,2
3939,MER03939,Fuel,Small,Kerala,Kochi,T+1,2021,5
3940,MER03940,Food & Dining,Medium,Maharashtra,Mumbai,T+1,2019,7
3941,MER03941,Retail,Small,Kerala,Kochi,T+2,2026,0
3942,MER03942,Retail,Small,Tamil Nadu,Coimbatore,T+1,2023,3
3943,MER03943,E-Commerce,Small,Maharashtra,Mumbai,T+1,2026,0
3944,MER03944,Retail,Small,Uttar Pradesh,Kanpur,T+1,2020,6
3945,MER03945,Fuel,Small,Gujarat,Surat,T+1,2022,4
3946,MER03946,Retail,Medium,Uttar Pradesh,Noida,T+2,2025,1
3947,MER03947,E-Commerce,Small,Maharashtra,Nagpur,T+1,2024,2
3948,MER03948,Healthcare,Small,Uttar Pradesh,Noida,T+1,2023,3
3949,MER03949,Utilities,Small,Gujarat,Ahmedabad,T+1,2026,0
3950,MER03950,E-Commerce,Medium,Karnataka,Bengaluru,T+2,2022,4
3951,MER03951,Healthcare,Small,Rajasthan,Jaipur,T+1,2019,7
3952,MER03952,Retail,Medium,Maharashtra,Mumbai,T+1,2020,6
3953,MER03953,Fuel,Small,Karnataka,Mysuru,T+2,2022,4
3954,MER03954,E-Commerce,Small,Telangana,Warangal,T+1,2021,5
3955,MER03955,Entertainment,Medium,Uttar Pradesh,Lucknow,T+1,2026,0
3956,MER03956,E-Commerce,Small,Telangana,Hyderabad,T+1,2024,2
3957,MER03957,Travel,Small,Maharashtra,Pune,T+3,2026,0
3958,MER03958,Travel,Small,Maharashtra,Nagpur,T+1,2024,2
3959,MER03959,Retail,Small,Delhi,New Delhi,T+1,2025,1
3960,MER03960,E-Commerce,Small,Uttar Pradesh,Noida,T+1,2026,0
3961,MER03961,Entertainment,Medium,Gujarat,Surat,T+1,2025,1
3962,MER03962,E-Commerce,Small,Karnataka,Bengaluru,T+1,2021,5
3963,MER03963,Entertainment,Small,Tamil Nadu,Madurai,T+1,2020,6
3964,MER03964,E-Commerce,Small,Rajasthan,Jodhpur,T+1,2020,6
3965,MER03965,Travel,Small,Maharashtra,Mumbai,T+1,2020,6
3966,MER03966,Retail,Small,Maharashtra,Pune,T+2,2025,1
3967,MER03967,Fuel,Medium,Maharashtra,Pune,T+1,2020,6
3968,MER03968,E-Commerce,Small,Delhi,New Delhi,T+1,2019,7
3969,MER03969,E-Commerce,Small,Gujarat,Ahmedabad,T+1,2021,5
3970,MER03970,Travel,Small,Gujarat,Ahmedabad,T+1,2026,0
3971,MER03971,Food & Dining,Small,Uttar Pradesh,Kanpur,T+1,2026,0
3972,MER03972,E-Commerce,Small,Karnataka,Mysuru,T+2,2024,2
3973,MER03973,Food & Dining,Small,Karnataka,Mysuru,T+1,2025,1
3974,MER03974,Travel,Small,Telangana,Warangal,T+1,2022,4
3975,MER03975,Retail,Small,West Bengal,Siliguri,T+1,2023,3
3976,MER03976,Government,Small,Rajasthan,Jodhpur,T+1,2020,6
3977,MER03977,Retail,Small,Kerala,Kozhikode,T+1,2024,2
3978,MER03978,Entertainment,Small,Maharashtra,Mumbai,T+1,2024,2
3979,MER03979,Food & Dining,Small,Karnataka,Mysuru,T+2,2024,2
3980,MER03980,Retail,Small,Kerala,Thiruvananthapuram,T+1,2024,2
3981,MER03981,Retail,Small,Maharashtra,Nagpur,T+2,2019,7
3982,MER03982,Retail,Medium,Telangana,Warangal,T+1,2020,6
3983,MER03983,Entertainment,Small,Uttar Pradesh,Kanpur,T+2,2025,1
3984,MER03984,Entertainment,Small,Maharashtra,Nagpur,T+1,2020,6
3985,MER03985,E-Commerce,Small,West Bengal,Kolkata,T+1,2026,0
3986,MER03986,Food & Dining,Small,West Bengal,Siliguri,T+1,2025,1
3987,MER03987,Food & Dining,Medium,Tamil Nadu,Chennai,T+2,2021,5
3988,MER03988,Retail,Small,Gujarat,Vadodara,T+1,2026,0
3989,MER03989,Fuel,Medium,Maharashtra,Nagpur,T+2,2022,4
3990,MER03990,Retail,Small,Rajasthan,Udaipur,T+2,2024,2
3991,MER03991,Education,Small,Telangana,Hyderabad,T+1,2022,4
3992,MER03992,Government,Small,Maharashtra,Mumbai,T+1,2026,0
3993,MER03993,E-Commerce,Small,Gujarat,Surat,T+1,2023,3
3994,MER03994,Retail,Medium,Maharashtra,Pune,T+1,2021,5
3995,MER03995,Government,Medium,Gujarat,Vadodara,T+1,2025,1
3996,MER03996,Food & Dining,Medium,Tamil Nadu,Madurai,T+2,2025,1
3997,MER03997,Utilities,Small,Karnataka,Mangaluru,T+3,2023,3
3998,MER03998,Food & Dining,Small,Tamil Nadu,Chennai,T+1,2025,1
3999,MER03999,Education,Medium,Delhi,New Delhi,T+2,2022,4
4000,MER04000,E-Commerce,Small,Tamil Nadu,Chennai,T+1,2026,0
4001,MER04001,Government,Medium,Gujarat,Ahmedabad,T+1,2023,3
4002,MER04002,Travel,Medium,Gujarat,Ahmedabad,T+1,2025,1
4003,MER04003,Healthcare,Medium,Tamil Nadu,Madurai,T+1,2024,2
4004,MER04004,Food & Dining,Medium,Uttar Pradesh,Lucknow,T+1,2023,3
4005,MER04005,Healthcare,Medium,Rajasthan,Jodhpur,T+1,2019,7
4006,MER04006,Retail,Medium,Karnataka,Mysuru,T+2,2025,1
4007,MER04007,Retail,Small,Tamil Nadu,Chennai,T+1,2026,0
4008,MER04008,Retail,Small,Tamil Nadu,Madurai,T+1,2025,1
4009,MER04009,E-Commerce,Small,Uttar Pradesh,Lucknow,T+2,2025,1
4010,MER04010,Fuel,Enterprise,Delhi,New Delhi,T+1,2021,5
4011,MER04011,Government,Small,Delhi,New Delhi,T+2,2024,2
4012,MER04012,Food & Dining,Medium,Delhi,New Delhi,T+1,2026,0
4013,MER04013,Food & Dining,Small,Uttar Pradesh,Lucknow,T+1,2023,3
4014,MER04014,Fuel,Small,Delhi,New Delhi,T+1,2023,3
4015,MER04015,Food & Dining,Small,Maharashtra,Pune,T+1,2022,4
4016,MER04016,E-Commerce,Small,Karnataka,Mangaluru,T+2,2026,0
4017,MER04017,Retail,Small,Maharashtra,Pune,T+1,2021,5
4018,MER04018,Education,Small,Telangana,Warangal,T+1,2026,0
4019,MER04019,Utilities,Medium,Maharashtra,Pune,T+1,2021,5
4020,MER04020,E-Commerce,Small,Karnataka,Mangaluru,T+1,2024,2
4021,MER04021,Food & Dining,Small,Gujarat,Vadodara,T+1,2024,2
4022,MER04022,Travel,Medium,Tamil Nadu,Madurai,T+1,2023,3
4023,MER04023,Healthcare,Small,Maharashtra,Mumbai,T+1,2021,5
4024,MER04024,E-Commerce,Medium,Kerala,Kozhikode,T+1,2026,0
4025,MER04025,Utilities,Medium,Telangana,Hyderabad,T+2,2023,3
4026,MER04026,E-Commerce,Medium,Telangana,Hyderabad,T+1,2024,2
4027,MER04027,Retail,Small,Tamil Nadu,Chennai,T+1,2023,3
4028,MER04028,Entertainment,Small,Karnataka,Mangaluru,T+2,2021,5
4029,MER04029,Food & Dining,Medium,Gujarat,Ahmedabad,T+2,2020,6
4030,MER04030,Food & Dining,Small,West Bengal,Durgapur,T+1,2019,7
4031,MER04031,Travel,Small,Uttar Pradesh,Lucknow,T+1,2026,0
4032,MER04032,Food & Dining,Small,Karnataka,Mysuru,T+2,2025,1
4033,MER04033,Retail,Medium,Delhi,New Delhi,T+1,2025,1
4034,MER04034,Healthcare,Medium,Kerala,Kochi,T+2,2023,3
4035,MER04035,Retail,Enterprise,Tamil Nadu,Madurai,T+1,2022,4
4036,MER04036,Retail,Small,Delhi,New Delhi,T+1,2021,5
4037,MER04037,E-Commerce,Small,West Bengal,Durgapur,T+1,2024,2
4038,MER04038,Government,Small,Kerala,Thiruvananthapuram,T+1,2025,1
4039,MER04039,Education,Small,Karnataka,Mangaluru,T+1,2026,0
4040,MER04040,Food & Dining,Small,Tamil Nadu,Madurai,T+3,2022,4
4041,MER04041,Food & Dining,Medium,Tamil Nadu,Coimbatore,T+1,2026,0
4042,MER04042,Travel,Small,Kerala,Thiruvananthapuram,T+3,2024,2
4043,MER04043,E-Commerce,Small,Uttar Pradesh,Kanpur,T+3,2024,2
4044,MER04044,Retail,Small,Karnataka,Mysuru,T+1,2024,2
4045,MER04045,E-Commerce,Enterprise,Maharashtra,Mumbai,T+1,2023,3
4046,MER04046,Food & Dining,Small,Telangana,Hyderabad,T+1,2026,0
4047,MER04047,Entertainment,Small,Maharashtra,Mumbai,T+2,2022,4
4048,MER04048,Retail,Small,Uttar Pradesh,Kanpur,T+1,2022,4
4049,MER04049,Food & Dining,Small,Rajasthan,Jaipur,T+2,2021,5
4050,MER04050,E-Commerce,Medium,Gujarat,Surat,T+1,2022,4
4051,MER04051,Healthcare,Small,Maharashtra,Nagpur,T+1,2026,0
4052,MER04052,Retail,Small,Maharashtra,Nagpur,T+1,2025,1
4053,MER04053,Food & Dining,Small,West Bengal,Durgapur,T+1,2025,1
4054,MER04054,Healthcare,Small,Gujarat,Vadodara,T+1,2026,0
4055,MER04055,E-Commerce,Medium,Kerala,Kozhikode,T+1,2024,2
4056,MER04056,Healthcare,Medium,Maharashtra,Mumbai,T+1,2022,4
4057,MER04057,Healthcare,Medium,Maharashtra,Nagpur,T+1,2023,3
4058,MER04058,E-Commerce,Small,Tamil Nadu,Coimbatore,T+1,2022,4
4059,MER04059,Healthcare,Medium,Karnataka,Bengaluru,T+1,2024,2
4060,MER04060,Healthcare,Medium,Telangana,Warangal,T+1,2023,3
4061,MER04061,E-Commerce,Small,Tamil Nadu,Chennai,T+1,2025,1
4062,MER04062,Retail,Small,West Bengal,Kolkata,T+1,2025,1
4063,MER04063,Entertainment,Medium,Telangana,Warangal,T+1,2021,5
4064,MER04064,E-Commerce,Enterprise,Karnataka,Mangaluru,T+1,2023,3
4065,MER04065,E-Commerce,Small,Telangana,Hyderabad,T+1,2021,5
4066,MER04066,E-Commerce,Medium,Uttar Pradesh,Kanpur,T+1,2026,0
4067,MER04067,Retail,Small,West Bengal,Siliguri,T+2,2026,0
4068,MER04068,Healthcare,Small,Gujarat,Ahmedabad,T+1,2021,5
4069,MER04069,Utilities,Small,Tamil Nadu,Chennai,T+1,2021,5
4070,MER04070,Utilities,Small,Maharashtra,Nagpur,T+1,2025,1
4071,MER04071,E-Commerce,Small,Rajasthan,Jodhpur,T+2,2020,6
4072,MER04072,E-Commerce,Small,Telangana,Hyderabad,T+1,2026,0
4073,MER04073,Fuel,Medium,Karnataka,Bengaluru,T+1,2026,0
4074,MER04074,Travel,Medium,Maharashtra,Mumbai,T+1,2026,0
4075,MER04075,Retail,Medium,Kerala,Thiruvananthapuram,T+2,2023,3
4076,MER04076,Fuel,Small,Gujarat,Ahmedabad,T+1,2026,0
4077,MER04077,Travel,Small,Telangana,Hyderabad,T+1,2025,1
4078,MER04078,Healthcare,Small,Maharashtra,Pune,T+1,2025,1
4079,MER04079,Retail,Medium,Delhi,New Delhi,T+1,2020,6
4080,MER04080,Retail,Small,Kerala,Kochi,T+1,2025,1
4081,MER04081,Entertainment,Small,Uttar Pradesh,Lucknow,T+2,2024,2
4082,MER04082,Retail,Small,Maharashtra,Mumbai,T+3,2020,6
4083,MER04083,E-Commerce,Small,Karnataka,Mysuru,T+1,2025,1
4084,MER04084,Education,Small,Karnataka,Mangaluru,T+1,2025,1
4085,MER04085,Retail,Enterprise,Uttar Pradesh,Kanpur,T+1,2024,2
4086,MER04086,Retail,Small,Maharashtra,Pune,T+1,2021,5
4087,MER04087,Food & Dining,Small,Delhi,New Delhi,T+1,2025,1
4088,MER04088,Retail,Small,Maharashtra,Mumbai,T+1,2026,0
4089,MER04089,Food & Dining,Small,Delhi,New Delhi,T+2,2020,6
4090,MER04090,Healthcare,Enterprise,Rajasthan,Jodhpur,T+1,2023,3
4091,MER04091,Entertainment,Small,Maharashtra,Nagpur,T+1,2023,3
4092,MER04092,Retail,Enterprise,Tamil Nadu,Coimbatore,T+3,2023,3
4093,MER04093,Retail,Medium,Kerala,Kozhikode,T+1,2025,1
4094,MER04094,Travel,Small,Maharashtra,Pune,T+2,2024,2
4095,MER04095,Healthcare,Small,West Bengal,Siliguri,T+1,2025,1
4096,MER04096,Education,Medium,Maharashtra,Pune,T+2,2026,0
4097,MER04097,Fuel,Medium,Gujarat,Surat,T+2,2023,3
4098,MER04098,Food & Dining,Small,Gujarat,Vadodara,T+1,2022,4
4099,MER04099,Entertainment,Medium,Karnataka,Mysuru,T+1,2021,5
4100,MER04100,Fuel,Small,Kerala,Thiruvananthapuram,T+1,2026,0
4101,MER04101,E-Commerce,Small,Uttar Pradesh,Noida,T+1,2024,2
4102,MER04102,E-Commerce,Small,Maharashtra,Mumbai,T+1,2020,6
4103,MER04103,Utilities,Medium,Delhi,New Delhi,T+1,2021,5
4104,MER04104,Retail,Small,Karnataka,Mangaluru,T+3,2025,1
4105,MER04105,E-Commerce,Small,Uttar Pradesh,Noida,T+1,2023,3
4106,MER04106,E-Commerce,Small,Kerala,Thiruvananthapuram,T+2,2026,0
4107,MER04107,Food & Dining,Small,Maharashtra,Nagpur,T+1,2025,1
4108,MER04108,Food & Dining,Small,Maharashtra,Pune,T+2,2026,0
4109,MER04109,E-Commerce,Small,Maharashtra,Nagpur,T+2,2023,3
4110,MER04110,Food & Dining,Medium,Maharashtra,Pune,T+1,2022,4
4111,MER04111,Food & Dining,Small,Delhi,New Delhi,T+1,2024,2
4112,MER04112,Retail,Small,Gujarat,Vadodara,T+1,2024,2
4113,MER04113,Entertainment,Small,Uttar Pradesh,Noida,T+1,2025,1
4114,MER04114,Fuel,Medium,Maharashtra,Nagpur,T+2,2025,1
4115,MER04115,Retail,Medium,Tamil Nadu,Madurai,T+1,2024,2
4116,MER04116,Food & Dining,Small,Maharashtra,Pune,T+2,2022,4
4117,MER04117,Healthcare,Small,Maharashtra,Mumbai,T+1,2024,2
4118,MER04118,Government,Small,Delhi,New Delhi,T+1,2026,0
4119,MER04119,Government,Small,Rajasthan,Jaipur,T+3,2026,0
4120,MER04120,Food & Dining,Small,Karnataka,Bengaluru,T+1,2023,3
4121,MER04121,Education,Enterprise,Tamil Nadu,Chennai,T+1,2022,4
4122,MER04122,Education,Small,Kerala,Thiruvananthapuram,T+3,2026,0
4123,MER04123,Retail,Enterprise,Karnataka,Mangaluru,T+1,2022,4
4124,MER04124,Entertainment,Medium,Uttar Pradesh,Noida,T+1,2022,4
4125,MER04125,Fuel,Small,Maharashtra,Mumbai,T+1,2022,4
4126,MER04126,Travel,Small,Maharashtra,Nagpur,T+1,2021,5
4127,MER04127,Education,Medium,Maharashtra,Pune,T+2,2026,0
4128,MER04128,Food & Dining,Medium,Tamil Nadu,Chennai,T+2,2023,3
4129,MER04129,Healthcare,Small,Maharashtra,Pune,T+1,2024,2
4130,MER04130,E-Commerce,Enterprise,Maharashtra,Nagpur,T+2,2022,4
4131,MER04131,Education,Enterprise,Telangana,Hyderabad,T+1,2025,1
4132,MER04132,Retail,Small,Karnataka,Bengaluru,T+1,2026,0
4133,MER04133,Healthcare,Medium,Kerala,Kochi,T+1,2024,2
4134,MER04134,E-Commerce,Medium,Tamil Nadu,Madurai,T+2,2024,2
4135,MER04135,Retail,Small,Delhi,New Delhi,T+1,2023,3
4136,MER04136,E-Commerce,Small,Tamil Nadu,Coimbatore,T+2,2024,2
4137,MER04137,Retail,Small,Karnataka,Mangaluru,T+1,2026,0
4138,MER04138,Food & Dining,Small,Maharashtra,Pune,T+2,2022,4
4139,MER04139,Fuel,Small,Delhi,New Delhi,T+1,2026,0
4140,MER04140,Government,Medium,Karnataka,Mysuru,T+2,2026,0
4141,MER04141,Retail,Small,Karnataka,Mysuru,T+1,2025,1
4142,MER04142,Food & Dining,Medium,Kerala,Thiruvananthapuram,T+2,2020,6
4143,MER04143,E-Commerce,Small,Delhi,New Delhi,T+1,2021,5
4144,MER04144,Retail,Small,West Bengal,Siliguri,T+1,2021,5
4145,MER04145,Fuel,Small,Uttar Pradesh,Noida,T+1,2025,1
4146,MER04146,Retail,Small,Tamil Nadu,Coimbatore,T+1,2025,1
4147,MER04147,Fuel,Medium,West Bengal,Durgapur,T+1,2024,2
4148,MER04148,Food & Dining,Small,Tamil Nadu,Chennai,T+1,2020,6
4149,MER04149,Food & Dining,Medium,Karnataka,Mysuru,T+1,2021,5
4150,MER04150,Education,Small,Maharashtra,Pune,T+1,2025,1
4151,MER04151,E-Commerce,Small,Maharashtra,Nagpur,T+1,2021,5
4152,MER04152,Food & Dining,Small,Karnataka,Bengaluru,T+1,2025,1
4153,MER04153,Education,Small,Gujarat,Vadodara,T+2,2026,0
4154,MER04154,E-Commerce,Small,Uttar Pradesh,Lucknow,T+1,2022,4
4155,MER04155,Entertainment,Small,Rajasthan,Jaipur,T+1,2026,0
4156,MER04156,Travel,Small,Maharashtra,Nagpur,T+2,2023,3
4157,MER04157,Retail,Small,Uttar Pradesh,Kanpur,T+1,2021,5
4158,MER04158,Healthcare,Small,Maharashtra,Pune,T+1,2023,3
4159,MER04159,Government,Medium,Tamil Nadu,Madurai,T+1,2024,2
4160,MER04160,Retail,Small,West Bengal,Kolkata,T+1,2021,5
4161,MER04161,Fuel,Medium,Tamil Nadu,Chennai,T+1,2023,3
4162,MER04162,Food & Dining,Medium,Delhi,New Delhi,T+1,2024,2
4163,MER04163,Healthcare,Small,Telangana,Warangal,T+2,2025,1
4164,MER04164,Retail,Medium,Tamil Nadu,Chennai,T+1,2023,3
4165,MER04165,Retail,Small,Rajasthan,Jodhpur,T+1,2026,0
4166,MER04166,Retail,Medium,Maharashtra,Pune,T+2,2025,1
4167,MER04167,Retail,Medium,West Bengal,Siliguri,T+1,2023,3
4168,MER04168,Government,Small,Kerala,Kochi,T+1,2025,1
4169,MER04169,Travel,Small,Gujarat,Vadodara,T+1,2025,1
4170,MER04170,Food & Dining,Small,Karnataka,Mysuru,T+2,2025,1
4171,MER04171,Government,Medium,Delhi,New Delhi,T+2,2020,6
4172,MER04172,E-Commerce,Small,Kerala,Thiruvananthapuram,T+1,2022,4
4173,MER04173,E-Commerce,Small,Uttar Pradesh,Lucknow,T+1,2026,0
4174,MER04174,Entertainment,Medium,Maharashtra,Nagpur,T+2,2024,2
4175,MER04175,Education,Enterprise,Tamil Nadu,Chennai,T+3,2024,2
4176,MER04176,Utilities,Small,Karnataka,Mysuru,T+1,2021,5
4177,MER04177,E-Commerce,Enterprise,Kerala,Thiruvananthapuram,T+1,2024,2
4178,MER04178,E-Commerce,Medium,Rajasthan,Jaipur,T+1,2023,3
4179,MER04179,Retail,Medium,Rajasthan,Jaipur,T+1,2022,4
4180,MER04180,E-Commerce,Small,Gujarat,Vadodara,T+1,2023,3
4181,MER04181,E-Commerce,Small,Maharashtra,Mumbai,T+1,2026,0
4182,MER04182,Fuel,Medium,Tamil Nadu,Chennai,T+1,2026,0
4183,MER04183,Utilities,Small,West Bengal,Durgapur,T+1,2021,5
4184,MER04184,E-Commerce,Medium,West Bengal,Siliguri,T+2,2026,0
4185,MER04185,Healthcare,Small,Gujarat,Surat,T+1,2025,1
4186,MER04186,Fuel,Small,Uttar Pradesh,Noida,T+1,2019,7
4187,MER04187,Healthcare,Small,Delhi,New Delhi,T+3,2019,7
4188,MER04188,Utilities,Medium,Karnataka,Mangaluru,T+1,2022,4
4189,MER04189,Retail,Small,Maharashtra,Nagpur,T+3,2021,5
4190,MER04190,Travel,Small,Maharashtra,Pune,T+1,2025,1
4191,MER04191,E-Commerce,Small,Delhi,New Delhi,T+1,2026,0
4192,MER04192,Retail,Medium,Karnataka,Mangaluru,T+2,2026,0
4193,MER04193,Food & Dining,Small,Karnataka,Mysuru,T+1,2024,2
4194,MER04194,Retail,Small,Delhi,New Delhi,T+1,2023,3
4195,MER04195,Retail,Small,Rajasthan,Jodhpur,T+1,2022,4
4196,MER04196,Retail,Medium,Kerala,Thiruvananthapuram,T+1,2026,0
4197,MER04197,Fuel,Small,Gujarat,Ahmedabad,T+2,2022,4
4198,MER04198,Food & Dining,Medium,Karnataka,Bengaluru,T+1,2026,0
4199,MER04199,Education,Medium,Kerala,Thiruvananthapuram,T+2,2023,3
4200,MER04200,Retail,Medium,Maharashtra,Pune,T+1,2025,1
4201,MER04201,Entertainment,Small,Gujarat,Surat,T+1,2026,0
4202,MER04202,Healthcare,Small,Tamil Nadu,Chennai,T+1,2026,0
4203,MER04203,Food & Dining,Small,Maharashtra,Pune,T+1,2025,1
4204,MER04204,Food & Dining,Small,Delhi,New Delhi,T+1,2020,6
4205,MER04205,E-Commerce,Small,Uttar Pradesh,Noida,T+3,2021,5
4206,MER04206,Retail,Small,Delhi,New Delhi,T+3,2025,1
4207,MER04207,Travel,Small,Tamil Nadu,Chennai,T+1,2025,1
4208,MER04208,Food & Dining,Medium,Kerala,Kochi,T+2,2026,0
4209,MER04209,Healthcare,Small,Maharashtra,Mumbai,T+1,2024,2
4210,MER04210,Food & Dining,Small,Maharashtra,Mumbai,T+2,2025,1
4211,MER04211,Education,Small,Tamil Nadu,Madurai,T+1,2022,4
4212,MER04212,Retail,Small,Rajasthan,Jodhpur,T+1,2025,1
4213,MER04213,Healthcare,Small,Delhi,New Delhi,T+1,2025,1
4214,MER04214,Healthcare,Medium,Karnataka,Mangaluru,T+2,2025,1
4215,MER04215,Travel,Small,Maharashtra,Pune,T+1,2025,1
4216,MER04216,Retail,Medium,West Bengal,Kolkata,T+1,2026,0
4217,MER04217,Utilities,Small,Uttar Pradesh,Kanpur,T+1,2026,0
