CustomerKey,CustomerID,CustomerSegment,State,City,Gender,AgeGroup,IncomeGroup,KYCStatus,JoinYear,CustomerTenure
9517,CUST09517,Standard,Rajasthan,Udaipur,Male,26-35,Middle,Verified,2026,0
9518,CUST09518,Standard,Uttar Pradesh,Lucknow,Male,26-35,High,Verified,2023,3
9519,CUST09519,Gold,Delhi,New Delhi,Male,36-45,Middle,Verified,2026,0
9520,CUST09520,Standard,Telangana,Hyderabad,Male,46-60,High,Verified,2025,1
9521,CUST09521,Standard,Tamil Nadu,Coimbatore,Male,26-35,Middle,Verified,2026,0
9522,CUST09522,Gold,Maharashtra,Mumbai,Female,36-45,Middle,Verified,2025,1
9523,CUST09523,Gold,Uttar Pradesh,Noida,Female,36-45,Middle,Verified,2022,4
9524,CUST09524,Gold,Karnataka,Bengaluru,Female,46-60,Low,Verified,2020,6
9525,CUST09525,Standard,Tamil Nadu,Coimbatore,Male,60+,Low,Verified,2026,0
9526,CUST09526,Standard,West Bengal,Durgapur,Female,36-45,Low,Verified,2025,1
9527,CUST09527,Premium,Rajasthan,Jodhpur,Male,18-25,Low,Verified,2024,2
9528,CUST09528,Standard,Maharashtra,Pune,Female,18-25,Middle,Verified,2021,5
9529,CUST09529,Premium,Delhi,New Delhi,Male,46-60,Middle,Verified,2023,3
9530,CUST09530,Gold,Telangana,Warangal,Female,26-35,High,Verified,2022,4
9531,CUST09531,Gold,Uttar Pradesh,Kanpur,Female,18-25,Low,Verified,2026,0
9532,CUST09532,Standard,Rajasthan,Jaipur,Female,60+,Middle,Verified,2026,0
9533,CUST09533,Standard,Maharashtra,Mumbai,Male,26-35,Low,Verified,2025,1
9534,CUST09534,Standard,Telangana,Warangal,Female,26-35,Low,Verified,2021,5
9535,CUST09535,Standard,Maharashtra,Pune,Male,18-25,Low,Verified,2025,1
9536,CUST09536,Gold,Uttar Pradesh,Lucknow,Female,46-60,Low,Verified,2026,0
9537,CUST09537,Gold,Maharashtra,Pune,Male,26-35,High,Verified,2020,6
9538,CUST09538,Standard,Kerala,Kozhikode,Male,26-35,Middle,Verified,2026,0
9539,CUST09539,Gold,Maharashtra,Mumbai,Female,46-60,Low,Verified,2024,2
9540,CUST09540,Standard,Uttar Pradesh,Lucknow,Male,46-60,High,Verified,2022,4
9541,CUST09541,Standard,Karnataka,Bengaluru,Male,36-45,Middle,Verified,2023,3
9542,CUST09542,Standard,Gujarat,Vadodara,Female,26-35,Middle,Verified,2024,2
9543,CUST09543,Gold,Telangana,Warangal,Female,26-35,Low,Verified,2021,5
9544,CUST09544,Standard,Karnataka,Mysuru,Male,26-35,Middle,Verified,2023,3
9545,CUST09545,Standard,Karnataka,Mangaluru,Male,26-35,Low,Verified,2024,2
9546,CUST09546,Standard,Maharashtra,Pune,Female,26-35,Middle,Verified,2024,2
9547,CUST09547,Standard,Maharashtra,Pune,Female,36-45,Middle,Verified,2025,1
9548,CUST09548,Standard,Karnataka,Mangaluru,Female,18-25,Middle,Verified,2023,3
9549,CUST09549,Standard,Gujarat,Ahmedabad,Male,36-45,Low,Verified,2021,5
9550,CUST09550,Gold,West Bengal,Siliguri,Male,46-60,High,Verified,2023,3
9551,CUST09551,Standard,Uttar Pradesh,Kanpur,Female,18-25,Middle,Verified,2024,2
9552,CUST09552,Standard,Maharashtra,Pune,Female,26-35,Middle,Verified,2026,0
9553,CUST09553,Standard,Karnataka,Bengaluru,Male,36-45,Middle,Verified,2023,3
9554,CUST09554,Premium,Uttar Pradesh,Lucknow,Female,60+,Middle,Verified,2023,3
9555,CUST09555,Standard,Tamil Nadu,Chennai,Male,18-25,Low,Verified,2021,5
9556,CUST09556,Gold,Karnataka,Bengaluru,Male,36-45,Middle,Verified,2021,5
9557,CUST09557,Gold,Delhi,New Delhi,Male,36-45,Middle,Verified,2026,0
9558,CUST09558,Gold,Karnataka,Bengaluru,Male,26-35,Middle,Verified,2026,0
9559,CUST09559,Gold,Maharashtra,Mumbai,Male,18-25,Middle,Verified,2024,2
9560,CUST09560,Standard,Uttar Pradesh,Lucknow,Male,26-35,Low,Verified,2024,2
9561,CUST09561,Gold,Karnataka,Bengaluru,Male,46-60,Middle,Verified,2023,3
9562,CUST09562,Standard,Rajasthan,Jodhpur,Male,36-45,Middle,Verified,2023,3
9563,CUST09563,Gold,Kerala,Kozhikode,Female,26-35,Middle,Verified,2024,2
9564,CUST09564,Premium,West Bengal,Durgapur,Male,60+,High,Verified,2026,0
9565,CUST09565,Premium,Delhi,New Delhi,Male,36-45,Low,Verified,2020,6
9566,CUST09566,Standard,Karnataka,Mysuru,Male,18-25,Middle,Verified,2022,4
9567,CUST09567,Standard,Tamil Nadu,Madurai,Male,36-45,Low,Verified,2023,3
9568,CUST09568,Standard,Delhi,New Delhi,Female,46-60,Low,Verified,2025,1
9569,CUST09569,Standard,Kerala,Kozhikode,Female,46-60,Low,Verified,2021,5
9570,CUST09570,Standard,Maharashtra,Mumbai,Male,36-45,Low,Verified,2020,6
9571,CUST09571,Standard,West Bengal,Siliguri,Male,18-25,Low,Verified,2024,2
9572,CUST09572,Premium,Telangana,Hyderabad,Female,36-45,Middle,Verified,2025,1
9573,CUST09573,Standard,Uttar Pradesh,Lucknow,Male,46-60,Low,Verified,2024,2
9574,CUST09574,Standard,Gujarat,Ahmedabad,Female,26-35,High,Verified,2022,4
9575,CUST09575,Standard,Telangana,Warangal,Male,36-45,Middle,Verified,2026,0
9576,CUST09576,Gold,Rajasthan,Jodhpur,Female,26-35,Middle,Verified,2024,2
9577,CUST09577,Premium,Maharashtra,Pune,Male,36-45,Middle,Verified,2026,0
9578,CUST09578,Standard,Maharashtra,Mumbai,Female,36-45,High,Verified,2026,0
9579,CUST09579,Standard,Delhi,New Delhi,Male,26-35,Middle,Pending,2026,0
9580,CUST09580,Standard,Tamil Nadu,Coimbatore,Female,26-35,Low,Verified,2020,6
9581,CUST09581,Premium,Karnataka,Bengaluru,Male,26-35,Middle,Verified,2023,3
9582,CUST09582,Standard,Maharashtra,Nagpur,Male,36-45,Middle,Verified,2022,4
9583,CUST09583,Standard,Maharashtra,Mumbai,Male,26-35,High,Verified,2021,5
9584,CUST09584,Standard,Uttar Pradesh,Kanpur,Female,36-45,Low,Verified,2025,1
9585,CUST09585,Standard,Tamil Nadu,Madurai,Female,18-25,Middle,Verified,2020,6
9586,CUST09586,Gold,Kerala,Thiruvananthapuram,Female,26-35,Middle,Verified,2023,3
9587,CUST09587,Standard,Delhi,New Delhi,Female,18-25,Low,Verified,2023,3
9588,CUST09588,Standard,West Bengal,Kolkata,Male,36-45,Middle,Verified,2020,6
9589,CUST09589,Standard,Tamil Nadu,Coimbatore,Male,26-35,Middle,Verified,2025,1
9590,CUST09590,Premium,Telangana,Warangal,Female,26-35,High,Verified,2024,2
9591,CUST09591,Standard,Delhi,New Delhi,Male,36-45,Middle,Verified,2024,2
9592,CUST09592,Gold,Maharashtra,Pune,Female,26-35,Low,Verified,2026,0
9593,CUST09593,Standard,Rajasthan,Udaipur,Male,36-45,Middle,Pending,2023,3
9594,CUST09594,Gold,Kerala,Kozhikode,Female,46-60,Low,Verified,2025,1
9595,CUST09595,Premium,Delhi,New Delhi,Male,36-45,Low,Verified,2024,2
9596,CUST09596,Standard,Rajasthan,Jaipur,Female,18-25,Middle,Verified,2023,3
9597,CUST09597,Standard,Delhi,New Delhi,Male,26-35,Middle,Verified,2026,0
9598,CUST09598,Standard,Tamil Nadu,Madurai,Female,36-45,High,Verified,2025,1
9599,CUST09599,Gold,Uttar Pradesh,Lucknow,Female,26-35,Low,Verified,2024,2
9600,CUST09600,Standard,Delhi,New Delhi,Male,46-60,Middle,Verified,2023,3
9601,CUST09601,Standard,Delhi,New Delhi,Female,46-60,Low,Verified,2020,6
9602,CUST09602,Standard,Tamil Nadu,Chennai,Male,26-35,High,Verified,2025,1
9603,CUST09603,Standard,Tamil Nadu,Coimbatore,Male,36-45,Middle,Verified,2020,6
9604,CUST09604,Standard,Maharashtra,Nagpur,Male,26-35,Middle,Verified,2021,5
9605,CUST09605,Gold,Maharashtra,Pune,Male,36-45,High,Verified,2026,0
9606,CUST09606,Gold,Rajasthan,Udaipur,Female,36-45,Middle,Verified,2021,5
9607,CUST09607,Standard,Delhi,New Delhi,Male,18-25,Low,Pending,2024,2
9608,CUST09608,Standard,Maharashtra,Nagpur,Male,26-35,Middle,Verified,2023,3
9609,CUST09609,Standard,Uttar Pradesh,Noida,Female,26-35,Low,Verified,2024,2
9610,CUST09610,Gold,Karnataka,Bengaluru,Male,46-60,Low,Verified,2021,5
9611,CUST09611,Standard,Karnataka,Mysuru,Male,18-25,Low,Verified,2026,0
9612,CUST09612,Standard,Rajasthan,Udaipur,Male,46-60,Low,Verified,2019,7
9613,CUST09613,Standard,Rajasthan,Jodhpur,Male,26-35,Middle,Verified,2023,3
9614,CUST09614,Gold,Maharashtra,Pune,Male,46-60,High,Verified,2024,2
9615,CUST09615,Standard,Kerala,Kozhikode,Male,26-35,Low,Verified,2019,7
9616,CUST09616,Standard,Kerala,Kozhikode,Male,36-45,Middle,Verified,2025,1
9617,CUST09617,Standard,Telangana,Hyderabad,Male,60+,Low,Verified,2020,6
9618,CUST09618,Standard,Gujarat,Vadodara,Male,36-45,Low,Verified,2024,2
9619,CUST09619,Standard,Karnataka,Mangaluru,Female,18-25,High,Verified,2023,3
9620,CUST09620,Standard,Maharashtra,Nagpur,Female,26-35,Low,Verified,2022,4
9621,CUST09621,Standard,Telangana,Hyderabad,Male,26-35,Low,Verified,2021,5
9622,CUST09622,Gold,Uttar Pradesh,Kanpur,Female,36-45,Low,Verified,2025,1
9623,CUST09623,Standard,West Bengal,Kolkata,Male,18-25,High,Verified,2022,4
9624,CUST09624,Standard,Karnataka,Mangaluru,Male,18-25,Low,Verified,2022,4
9625,CUST09625,Standard,Karnataka,Mysuru,Male,26-35,Low,Verified,2025,1
9626,CUST09626,Standard,Gujarat,Surat,Male,26-35,Low,Verified,2024,2
9627,CUST09627,Standard,Telangana,Hyderabad,Female,18-25,Middle,Verified,2026,0
9628,CUST09628,Gold,Maharashtra,Pune,Female,26-35,High,Verified,2025,1
9629,CUST09629,Standard,Telangana,Hyderabad,Male,36-45,Low,Verified,2025,1
9630,CUST09630,Gold,Uttar Pradesh,Noida,Female,26-35,Middle,Verified,2026,0
9631,CUST09631,Gold,Karnataka,Bengaluru,Male,26-35,Low,Verified,2024,2
9632,CUST09632,Gold,Karnataka,Bengaluru,Male,18-25,Middle,Verified,2026,0
9633,CUST09633,Gold,Karnataka,Mysuru,Female,60+,Low,Verified,2022,4
9634,CUST09634,Standard,Rajasthan,Jodhpur,Male,26-35,Middle,Verified,2024,2
9635,CUST09635,Standard,Tamil Nadu,Madurai,Male,26-35,Low,Verified,2026,0
9636,CUST09636,Premium,Gujarat,Vadodara,Male,18-25,High,Verified,2026,0
9637,CUST09637,Standard,West Bengal,Durgapur,Male,36-45,High,Verified,2022,4
9638,CUST09638,Standard,Delhi,New Delhi,Female,26-35,Middle,Verified,2025,1
9639,CUST09639,Standard,Maharashtra,Pune,Male,18-25,High,Verified,2024,2
9640,CUST09640,Standard,West Bengal,Kolkata,Female,36-45,Middle,Verified,2026,0
9641,CUST09641,Standard,West Bengal,Kolkata,Female,26-35,Low,Verified,2025,1
9642,CUST09642,Premium,Karnataka,Mangaluru,Male,18-25,Low,Verified,2023,3
9643,CUST09643,Standard,Maharashtra,Mumbai,Male,46-60,High,Verified,2025,1
9644,CUST09644,Gold,West Bengal,Siliguri,Female,26-35,Low,Verified,2026,0
9645,CUST09645,Standard,West Bengal,Siliguri,Male,18-25,High,Verified,2026,0
9646,CUST09646,Standard,Maharashtra,Mumbai,Male,26-35,Middle,Verified,2026,0
9647,CUST09647,Standard,West Bengal,Siliguri,Male,18-25,Low,Verified,2024,2
9648,CUST09648,Standard,Rajasthan,Jaipur,Male,60+,Low,Verified,2026,0
9649,CUST09649,Standard,Maharashtra,Nagpur,Female,36-45,High,Verified,2025,1
9650,CUST09650,Premium,Gujarat,Surat,Male,18-25,Middle,Verified,2022,4
9651,CUST09651,Standard,West Bengal,Siliguri,Male,26-35,High,Verified,2025,1
9652,CUST09652,Standard,Karnataka,Mangaluru,Male,26-35,Middle,Verified,2023,3
9653,CUST09653,Standard,Uttar Pradesh,Lucknow,Male,36-45,Low,Verified,2026,0
9654,CUST09654,Standard,Kerala,Thiruvananthapuram,Male,36-45,Middle,Verified,2023,3
9655,CUST09655,Standard,Uttar Pradesh,Noida,Male,26-35,Middle,Pending,2022,4
9656,CUST09656,Standard,Karnataka,Bengaluru,Male,26-35,High,Verified,2026,0
9657,CUST09657,Gold,Uttar Pradesh,Kanpur,Female,18-25,High,Pending,2025,1
9658,CUST09658,Gold,Tamil Nadu,Coimbatore,Male,60+,Middle,Verified,2022,4
9659,CUST09659,Standard,Karnataka,Mangaluru,Male,46-60,Middle,Verified,2026,0
9660,CUST09660,Standard,Maharashtra,Mumbai,Male,26-35,Middle,Verified,2025,1
9661,CUST09661,Standard,Kerala,Kochi,Male,18-25,Middle,Verified,2020,6
9662,CUST09662,Gold,Tamil Nadu,Madurai,Female,36-45,Middle,Pending,2023,3
9663,CUST09663,Gold,Kerala,Kochi,Male,46-60,Middle,Verified,2026,0
9664,CUST09664,Gold,Maharashtra,Nagpur,Male,36-45,Low,Verified,2022,4
9665,CUST09665,Standard,Uttar Pradesh,Noida,Male,18-25,High,Verified,2026,0
9666,CUST09666,Standard,Maharashtra,Nagpur,Male,26-35,Middle,Verified,2025,1
9667,CUST09667,Standard,Maharashtra,Nagpur,Female,36-45,Low,Verified,2024,2
9668,CUST09668,Premium,Rajasthan,Udaipur,Male,26-35,Low,Verified,2025,1
9669,CUST09669,Premium,Maharashtra,Pune,Male,36-45,Middle,Verified,2024,2
9670,CUST09670,Standard,Tamil Nadu,Chennai,Female,36-45,Middle,Verified,2025,1
9671,CUST09671,Gold,Kerala,Thiruvananthapuram,Male,18-25,Middle,Verified,2024,2
9672,CUST09672,Premium,Uttar Pradesh,Kanpur,Male,36-45,High,Verified,2022,4
9673,CUST09673,Standard,Tamil Nadu,Coimbatore,Male,26-35,Low,Verified,2024,2
9674,CUST09674,Gold,Telangana,Warangal,Male,18-25,Low,Verified,2024,2
9675,CUST09675,Standard,Telangana,Hyderabad,Male,46-60,Low,Verified,2020,6
9676,CUST09676,Standard,Maharashtra,Pune,Male,36-45,Middle,Verified,2022,4
9677,CUST09677,Standard,Karnataka,Mangaluru,Female,36-45,High,Verified,2023,3
9678,CUST09678,Standard,Delhi,New Delhi,Female,26-35,Middle,Verified,2026,0
9679,CUST09679,Gold,Delhi,New Delhi,Female,36-45,Low,Verified,2021,5
9680,CUST09680,Standard,Karnataka,Mysuru,Male,36-45,Middle,Verified,2021,5
9681,CUST09681,Standard,Karnataka,Mysuru,Male,18-25,Low,Verified,2022,4
9682,CUST09682,Standard,Delhi,New Delhi,Male,46-60,Middle,Verified,2020,6
9683,CUST09683,Standard,Delhi,New Delhi,Male,36-45,Middle,Verified,2026,0
9684,CUST09684,Standard,Tamil Nadu,Madurai,Female,18-25,Middle,Verified,2022,4
9685,CUST09685,Standard,Maharashtra,Nagpur,Female,26-35,High,Verified,2023,3
9686,CUST09686,Standard,Uttar Pradesh,Lucknow,Male,18-25,Middle,Verified,2025,1
9687,CUST09687,Gold,Kerala,Thiruvananthapuram,Female,26-35,Middle,Verified,2026,0
9688,CUST09688,Premium,Karnataka,Bengaluru,Male,36-45,Middle,Verified,2025,1
9689,CUST09689,Standard,Maharashtra,Nagpur,Male,18-25,Low,Verified,2021,5
9690,CUST09690,Gold,West Bengal,Durgapur,Male,26-35,Low,Verified,2022,4
9691,CUST09691,Premium,Rajasthan,Jaipur,Female,46-60,Middle,Verified,2021,5
9692,CUST09692,Standard,Maharashtra,Mumbai,Male,26-35,Middle,Verified,2022,4
9693,CUST09693,Gold,Maharashtra,Pune,Male,36-45,Low,Verified,2023,3
9694,CUST09694,Gold,Karnataka,Bengaluru,Male,18-25,High,Verified,2022,4
9695,CUST09695,Standard,West Bengal,Siliguri,Female,26-35,Low,Verified,2026,0
9696,CUST09696,Standard,Rajasthan,Udaipur,Male,46-60,Middle,Verified,2023,3
9697,CUST09697,Gold,Uttar Pradesh,Kanpur,Male,26-35,Middle,Verified,2024,2
9698,CUST09698,Standard,Telangana,Warangal,Male,36-45,Middle,Verified,2024,2
9699,CUST09699,Gold,West Bengal,Siliguri,Male,36-45,Middle,Verified,2020,6
9700,CUST09700,Standard,Karnataka,Mysuru,Male,36-45,Middle,Verified,2025,1
9701,CUST09701,Standard,West Bengal,Durgapur,Male,26-35,Middle,Verified,2025,1
9702,CUST09702,Standard,Delhi,New Delhi,Female,36-45,High,Verified,2026,0
9703,CUST09703,Standard,Karnataka,Mysuru,Male,26-35,High,Verified,2022,4
9704,CUST09704,Gold,Karnataka,Bengaluru,Female,36-45,Middle,Pending,2020,6
9705,CUST09705,Standard,West Bengal,Siliguri,Female,18-25,Low,Verified,2020,6
9706,CUST09706,Premium,Uttar Pradesh,Kanpur,Female,36-45,Middle,Verified,2023,3
9707,CUST09707,Standard,Telangana,Warangal,Female,26-35,Middle,Verified,2022,4
9708,CUST09708,Gold,Maharashtra,Mumbai,Male,36-45,High,Verified,2025,1
9709,CUST09709,Premium,Maharashtra,Pune,Male,18-25,Middle,Verified,2021,5
9710,CUST09710,Standard,Karnataka,Mysuru,Female,26-35,Middle,Verified,2022,4
9711,CUST09711,Gold,Karnataka,Mysuru,Female,36-45,High,Verified,2026,0
9712,CUST09712,Standard,Tamil Nadu,Madurai,Male,18-25,Middle,Verified,2025,1
9713,CUST09713,Gold,Maharashtra,Pune,Male,18-25,Low,Verified,2022,4
9714,CUST09714,Standard,West Bengal,Kolkata,Male,36-45,High,Verified,2024,2
9715,CUST09715,Premium,West Bengal,Durgapur,Male,18-25,Low,Verified,2023,3
9716,CUST09716,Gold,Delhi,New Delhi,Female,46-60,High,Verified,2026,0
9717,CUST09717,Standard,Gujarat,Surat,Male,18-25,Middle,Verified,2019,7
9718,CUST09718,Standard,Maharashtra,Nagpur,Male,36-45,Low,Verified,2023,3
9719,CUST09719,Standard,Tamil Nadu,Coimbatore,Male,36-45,High,Verified,2021,5
9720,CUST09720,Standard,Kerala,Kozhikode,Female,36-45,Low,Verified,2026,0
9721,CUST09721,Standard,West Bengal,Siliguri,Male,36-45,Middle,Verified,2019,7
9722,CUST09722,Standard,Maharashtra,Mumbai,Female,26-35,Low,Pending,2024,2
9723,CUST09723,Standard,Kerala,Kozhikode,Female,46-60,Low,Verified,2025,1
9724,CUST09724,Standard,West Bengal,Siliguri,Female,26-35,Middle,Verified,2023,3
9725,CUST09725,Gold,Tamil Nadu,Coimbatore,Male,60+,High,Verified,2020,6
9726,CUST09726,Gold,West Bengal,Siliguri,Male,26-35,High,Verified,2020,6
9727,CUST09727,Gold,Maharashtra,Nagpur,Female,26-35,Low,Verified,2023,3
9728,CUST09728,Standard,Gujarat,Vadodara,Female,36-45,Middle,Verified,2020,6
9729,CUST09729,Standard,Telangana,Warangal,Male,26-35,Middle,Verified,2024,2
9730,CUST09730,Standard,Rajasthan,Jodhpur,Male,36-45,Middle,Verified,2022,4
9731,CUST09731,Premium,Maharashtra,Pune,Male,26-35,Low,Verified,2022,4
9732,CUST09732,Standard,Delhi,New Delhi,Male,18-25,Middle,Verified,2021,5
9733,CUST09733,Standard,Rajasthan,Udaipur,Male,18-25,Middle,Pending,2023,3
9734,CUST09734,Standard,Karnataka,Bengaluru,Male,26-35,Low,Verified,2023,3
9735,CUST09735,Gold,Uttar Pradesh,Lucknow,Male,46-60,Middle,Verified,2025,1
9736,CUST09736,Standard,Maharashtra,Pune,Male,26-35,Low,Verified,2021,5
9737,CUST09737,Standard,Maharashtra,Nagpur,Male,26-35,Low,Verified,2022,4
9738,CUST09738,Standard,Delhi,New Delhi,Male,36-45,Low,Verified,2025,1
9739,CUST09739,Gold,Uttar Pradesh,Noida,Female,26-35,High,Verified,2023,3
9740,CUST09740,Standard,Maharashtra,Pune,Male,46-60,Middle,Verified,2026,0
9741,CUST09741,Gold,Delhi,New Delhi,Female,18-25,Middle,Verified,2022,4
9742,CUST09742,Gold,Maharashtra,Nagpur,Female,18-25,High,Verified,2023,3
9743,CUST09743,Gold,Karnataka,Bengaluru,Male,18-25,Low,Verified,2026,0
9744,CUST09744,Standard,Gujarat,Vadodara,Female,18-25,Middle,Verified,2019,7
9745,CUST09745,Gold,Delhi,New Delhi,Male,18-25,Low,Verified,2022,4
9746,CUST09746,Premium,Karnataka,Mysuru,Male,60+,Low,Verified,2025,1
9747,CUST09747,Standard,Delhi,New Delhi,Male,26-35,Middle,Verified,2024,2
9748,CUST09748,Standard,West Bengal,Kolkata,Female,26-35,Middle,Verified,2025,1
9749,CUST09749,Gold,Maharashtra,Nagpur,Male,46-60,Middle,Verified,2025,1
9750,CUST09750,Standard,Tamil Nadu,Chennai,Female,36-45,Low,Verified,2025,1
9751,CUST09751,Premium,Karnataka,Mangaluru,Female,26-35,Low,Verified,2025,1
9752,CUST09752,Standard,Delhi,New Delhi,Male,36-45,Low,Verified,2022,4
9753,CUST09753,Premium,Uttar Pradesh,Kanpur,Male,18-25,Low,Verified,2023,3
9754,CUST09754,Standard,Rajasthan,Jaipur,Male,36-45,Middle,Verified,2024,2
9755,CUST09755,Gold,Karnataka,Bengaluru,Female,18-25,High,Verified,2026,0
9756,CUST09756,Standard,Telangana,Warangal,Female,18-25,High,Verified,2026,0
9757,CUST09757,Premium,West Bengal,Siliguri,Male,46-60,Low,Verified,2024,2
9758,CUST09758,Standard,Kerala,Thiruvananthapuram,Male,26-35,Low,Verified,2025,1
9759,CUST09759,Standard,Kerala,Kochi,Male,26-35,Middle,Verified,2023,3
9760,CUST09760,Standard,Tamil Nadu,Coimbatore,Male,36-45,Middle,Verified,2026,0
9761,CUST09761,Premium,Rajasthan,Jodhpur,Male,36-45,Middle,Verified,2026,0
9762,CUST09762,Standard,Rajasthan,Udaipur,Female,18-25,High,Verified,2023,3
9763,CUST09763,Gold,Gujarat,Surat,Female,46-60,Middle,Pending,2025,1
9764,CUST09764,Gold,Gujarat,Vadodara,Male,26-35,Low,Verified,2021,5
9765,CUST09765,Gold,West Bengal,Siliguri,Male,36-45,High,Verified,2024,2
9766,CUST09766,Gold,Delhi,New Delhi,Female,36-45,Middle,Verified,2024,2
9767,CUST09767,Standard,West Bengal,Kolkata,Male,46-60,Middle,Verified,2021,5
9768,CUST09768,Gold,Gujarat,Vadodara,Male,18-25,High,Verified,2026,0
9769,CUST09769,Gold,Maharashtra,Pune,Female,46-60,Low,Verified,2023,3
9770,CUST09770,Standard,Kerala,Kochi,Male,36-45,Low,Verified,2022,4
9771,CUST09771,Standard,Rajasthan,Udaipur,Male,26-35,Low,Verified,2026,0
9772,CUST09772,Standard,Maharashtra,Pune,Female,36-45,Low,Verified,2024,2
9773,CUST09773,Standard,Uttar Pradesh,Lucknow,Female,26-35,Middle,Verified,2024,2
9774,CUST09774,Standard,Delhi,New Delhi,Male,26-35,Middle,Verified,2023,3
9775,CUST09775,Standard,Telangana,Warangal,Female,60+,Middle,Verified,2025,1
9776,CUST09776,Premium,Gujarat,Vadodara,Female,18-25,Middle,Verified,2024,2
9777,CUST09777,Standard,Gujarat,Surat,Male,46-60,Middle,Verified,2024,2
9778,CUST09778,Gold,Gujarat,Surat,Female,36-45,Low,Verified,2021,5
9779,CUST09779,Standard,Kerala,Kozhikode,Male,26-35,Middle,Verified,2023,3
9780,CUST09780,Standard,West Bengal,Kolkata,Male,36-45,High,Verified,2023,3
9781,CUST09781,Standard,Tamil Nadu,Madurai,Male,18-25,Low,Verified,2022,4
9782,CUST09782,Premium,West Bengal,Kolkata,Male,26-35,Middle,Verified,2026,0
9783,CUST09783,Standard,Rajasthan,Jaipur,Male,36-45,Middle,Verified,2021,5
9784,CUST09784,Standard,Maharashtra,Nagpur,Male,18-25,Low,Verified,2021,5
9785,CUST09785,Standard,Delhi,New Delhi,Female,26-35,Low,Pending,2024,2
9786,CUST09786,Standard,Kerala,Kochi,Female,18-25,High,Verified,2022,4
9787,CUST09787,Standard,Uttar Pradesh,Noida,Male,46-60,Middle,Verified,2024,2
9788,CUST09788,Gold,Rajasthan,Udaipur,Male,26-35,High,Verified,2023,3
9789,CUST09789,Gold,Maharashtra,Mumbai,Female,26-35,High,Verified,2022,4
9790,CUST09790,Standard,Kerala,Thiruvananthapuram,Male,26-35,Low,Verified,2026,0
9791,CUST09791,Premium,Uttar Pradesh,Lucknow,Female,36-45,High,Verified,2022,4
9792,CUST09792,Standard,Uttar Pradesh,Kanpur,Female,18-25,Low,Verified,2025,1
9793,CUST09793,Gold,Telangana,Warangal,Female,18-25,Middle,Verified,2024,2
9794,CUST09794,Standard,Maharashtra,Mumbai,Male,26-35,Middle,Verified,2026,0
9795,CUST09795,Gold,Gujarat,Vadodara,Male,36-45,High,Verified,2022,4
9796,CUST09796,Gold,Tamil Nadu,Chennai,Male,18-25,High,Verified,2026,0
9797,CUST09797,Premium,Gujarat,Vadodara,Male,26-35,Middle,Verified,2020,6
9798,CUST09798,Standard,Uttar Pradesh,Noida,Female,36-45,Middle,Verified,2026,0
9799,CUST09799,Gold,Telangana,Hyderabad,Female,26-35,Middle,Verified,2026,0
9800,CUST09800,Gold,Karnataka,Mysuru,Female,26-35,Middle,Verified,2026,0
9801,CUST09801,Gold,Telangana,Hyderabad,Male,26-35,Middle,Verified,2021,5
9802,CUST09802,Standard,Maharashtra,Mumbai,Female,18-25,Low,Verified,2024,2
9803,CUST09803,Standard,Maharashtra,Pune,Female,60+,Middle,Verified,2025,1
9804,CUST09804,Standard,Tamil Nadu,Chennai,Male,18-25,Middle,Verified,2022,4
9805,CUST09805,Standard,Uttar Pradesh,Noida,Male,36-45,Middle,Verified,2026,0
9806,CUST09806,Gold,Uttar Pradesh,Lucknow,Female,26-35,Middle,Verified,2024,2
9807,CUST09807,Gold,Gujarat,Ahmedabad,Male,46-60,High,Verified,2022,4
9808,CUST09808,Standard,Kerala,Kozhikode,Female,36-45,High,Verified,2025,1
9809,CUST09809,Premium,Maharashtra,Nagpur,Female,26-35,Low,Pending,2022,4
9810,CUST09810,Standard,Rajasthan,Udaipur,Female,18-25,Low,Verified,2023,3
9811,CUST09811,Standard,Rajasthan,Jodhpur,Male,18-25,Middle,Verified,2025,1
9812,CUST09812,Standard,Telangana,Hyderabad,Male,26-35,Middle,Verified,2025,1
9813,CUST09813,Gold,Maharashtra,Nagpur,Female,18-25,Low,Verified,2022,4
9814,CUST09814,Gold,Tamil Nadu,Madurai,Male,46-60,Middle,Verified,2026,0
9815,CUST09815,Standard,Maharashtra,Mumbai,Male,18-25,Low,Verified,2025,1
9816,CUST09816,Gold,Telangana,Warangal,Male,26-35,Low,Verified,2022,4
9817,CUST09817,Standard,Karnataka,Mangaluru,Male,36-45,Middle,Verified,2026,0
9818,CUST09818,Standard,Tamil Nadu,Madurai,Female,26-35,Low,Verified,2024,2
9819,CUST09819,Standard,Karnataka,Mangaluru,Male,26-35,High,Verified,2025,1
9820,CUST09820,Standard,Karnataka,Bengaluru,Male,26-35,High,Verified,2024,2
9821,CUST09821,Gold,Karnataka,Mysuru,Female,26-35,Middle,Verified,2026,0
9822,CUST09822,Gold,Maharashtra,Nagpur,Male,26-35,Low,Verified,2020,6
9823,CUST09823,Standard,West Bengal,Durgapur,Male,26-35,Middle,Verified,2026,0
9824,CUST09824,Standard,Delhi,New Delhi,Male,36-45,Middle,Verified,2025,1
9825,CUST09825,Standard,West Bengal,Durgapur,Female,26-35,Low,Verified,2022,4
9826,CUST09826,Standard,West Bengal,Kolkata,Male,26-35,Middle,Verified,2022,4
